Order_ID,Expected_Delivery_Date,Actual_Delivery_Date,Delay_Days,Delivery_Status
ORD03854,2024-02-22,2024-02-19,-3.0,On-Time
ORD03855,2024-04-04,2024-04-03,-1.0,On-Time
ORD03856,2024-03-08,2024-03-05,-3.0,On-Time
ORD03857,2024-05-04,2024-05-03,-1.0,On-Time
ORD03858,2024-03-08,2024-03-06,-2.0,On-Time
ORD03859,2024-03-30,2024-03-27,-3.0,On-Time
ORD03860,2024-04-25,2024-04-28,3.0,Late
ORD03861,2024-01-14,2024-01-13,-1.0,On-Time
ORD03862,2024-02-03,2024-01-28,-6.0,On-Time
ORD03863,2024-03-04,2024-03-02,-2.0,On-Time
ORD03864,2024-01-27,2024-01-27,0.0,On-Time
ORD03865,2024-03-31,2024-03-28,-3.0,On-Time
ORD03866,2024-03-30,2024-03-25,-5.0,On-Time
ORD03867,2024-02-27,2024-02-29,2.0,Late
ORD03868,2024-05-25,2024-05-22,-3.0,On-Time
ORD03869,2024-04-14,2024-04-09,-5.0,On-Time
ORD03870,2024-03-23,2024-03-20,-3.0,On-Time
ORD03871,2024-02-25,2024-02-24,-1.0,On-Time
ORD03872,2024-04-14,2024-04-10,-4.0,On-Time
ORD03873,2024-02-14,2024-02-13,-1.0,On-Time
ORD03874,2024-03-16,2024-03-16,0.0,On-Time
ORD03875,2024-05-27,2024-05-25,-2.0,On-Time
ORD03876,2024-01-27,2024-01-26,-1.0,On-Time
ORD03877,2024-02-27,2024-02-25,,On-Time
ORD03878,2024-04-01,2024-04-01,0.0,On-Time
ORD03879,2024-02-16,2024-02-15,-1.0,On-Time
ORD03880,2024-01-29,2024-01-28,-1.0,On-Time
ORD03881,2024-01-13,2024-01-14,1.0,Late
ORD03882,2024-01-16,2024-01-18,2.0,Late
ORD03883,2024-05-20,2024-05-20,0.0,On-Time
ORD03884,2024-01-12,2024-01-13,1.0,Late
ORD03885,2024-05-09,2024-05-09,0.0,On-Time
ORD03886,2024-03-21,2024-03-20,-1.0,On-Time
ORD03887,2024-04-27,2024-04-29,2.0,Late
ORD03888,2024-03-17,2024-03-17,0.0,On-Time
ORD03889,2024-05-31,2024-05-29,-2.0,On-Time
ORD03890,2024-04-24,2024-04-26,2.0,Late
ORD03891,2024-03-22,2024-03-24,2.0,Late
ORD03892,2024-02-15,2024-02-17,2.0,Late
ORD03893,2024-01-12,2024-01-13,1.0,Late
ORD03894,2024-04-08,2024-04-06,-2.0,On-Time
ORD03895,2024-05-21,2024-05-20,-1.0,On-Time
ORD03896,2024-03-05,2024-03-04,-1.0,On-Time
ORD03897,2024-05-12,2024-05-14,2.0,Late
ORD03898,2024-05-20,2024-05-15,-5.0,On-Time
ORD03899,2024-02-06,2024-02-10,4.0,Late
ORD03900,2024-02-15,2024-02-12,-3.0,On-Time
ORD03901,2024-04-25,2024-04-27,,Late
ORD03902,2024-03-21,2024-03-19,-2.0,On-Time
ORD03903,2024-03-11,2024-03-11,0.0,On-Time
ORD03904,2024-02-06,2024-02-09,3.0,Late
ORD03905,2024-05-28,2024-05-24,-4.0,On-Time
ORD03906,2024-02-15,2024-02-14,-1.0,On-Time
ORD03907,2024-05-16,2024-05-16,0.0,On-Time
ORD03908,2024-06-05,2024-06-02,,On-Time
ORD03909,2024-03-14,2024-03-10,-4.0,On-Time
ORD03910,2024-01-27,2024-01-23,-4.0,On-Time
ORD03911,2024-03-25,2024-03-19,-6.0,On-Time
ORD03912,2024-05-12,2024-05-08,-4.0,On-Time
ORD03913,2024-01-25,2024-01-23,-2.0,On-Time
ORD03914,2024-02-01,2024-02-03,2.0,Late
ORD03915,2024-03-23,2024-03-20,-3.0,On-Time
ORD03916,2024-02-21,2024-02-21,0.0,On-Time
ORD03917,2024-02-21,2024-02-15,-6.0,On-Time
ORD03918,2024-04-27,2024-04-28,1.0,Late
ORD03919,2024-05-12,2024-05-12,0.0,On-Time
ORD03920,2024-05-22,2024-05-20,-2.0,On-Time
ORD03921,2024-04-25,2024-04-21,-4.0,On-Time
ORD03922,2024-01-31,2024-02-02,2.0,Late
ORD03923,2024-04-10,2024-04-08,-2.0,On-Time
ORD03924,2024-03-06,2024-03-07,1.0,Late
ORD03925,2024-05-21,2024-05-21,0.0,On-Time
ORD03926,2024-02-18,2024-02-12,-6.0,On-Time
ORD03927,2024-02-02,2024-02-03,1.0,Late
ORD03928,2024-01-24,2024-01-18,-6.0,On-Time
ORD03929,2024-02-10,2024-02-07,-3.0,On-Time
ORD03930,2024-04-11,2024-04-11,0.0,On-Time
ORD03931,2024-05-21,2024-05-15,-6.0,On-Time
ORD03932,2024-03-25,2024-03-26,1.0,Late
ORD03933,2024-05-01,2024-04-28,-3.0,On-Time
ORD03934,2024-04-26,2024-04-26,0.0,On-Time
ORD03935,2024-02-25,2024-02-21,-4.0,On-Time
ORD03936,2024-02-15,2024-02-09,-6.0,On-Time
ORD03937,2024-05-22,2024-05-18,-4.0,On-Time
ORD03938,2024-04-05,2024-04-02,-3.0,On-Time
ORD03939,2024-05-22,2024-05-24,2.0,Late
ORD03940,2024-01-24,2024-01-20,-4.0,On-Time
ORD03941,2024-01-13,2024-01-11,-2.0,On-Time
ORD03942,2024-04-10,2024-04-09,-1.0,On-Time
ORD03943,2024-03-18,2024-03-16,-2.0,On-Time
ORD03944,2024-03-03,2024-02-29,-3.0,On-Time
ORD03945,2024-04-28,2024-05-01,3.0,Late
ORD03946,2024-06-05,2024-06-02,-3.0,On-Time
ORD03947,2024-05-03,2024-05-02,-1.0,On-Time
ORD03948,2024-05-31,2024-05-27,-4.0,On-Time
ORD03949,2024-05-07,2024-05-04,-3.0,On-Time
ORD03950,2024-03-30,2024-03-31,1.0,Late
ORD03951,2024-02-23,2024-02-26,3.0,Late
ORD03952,2024-02-03,2024-01-30,-4.0,On-Time
ORD03953,2024-05-28,2024-06-01,4.0,Late
ORD03954,2024-01-23,2024-01-22,-1.0,On-Time
ORD03955,2024-03-25,2024-03-20,-5.0,On-Time
ORD03956,2024-02-05,2024-02-03,-2.0,On-Time
ORD03957,2024-02-20,2024-02-22,2.0,Late
ORD03958,2024-01-20,2024-01-22,2.0,Late
ORD03959,2024-03-31,2024-03-27,,On-Time
ORD03960,2024-03-31,2024-03-31,0.0,On-Time
ORD03961,2024-04-12,2024-04-08,-4.0,On-Time
ORD03962,2024-03-01,2024-02-29,-1.0,On-Time
ORD03963,2024-05-31,2024-05-30,-1.0,On-Time
ORD03964,2024-05-21,2024-05-18,,On-Time
ORD03965,2024-01-30,2024-01-30,0.0,On-Time
ORD03966,2024-06-03,2024-05-31,-3.0,On-Time
ORD03967,2024-01-11,2024-01-08,-3.0,On-Time
ORD03968,2024-02-29,2024-02-23,-6.0,On-Time
ORD03969,2024-03-24,2024-03-24,0.0,On-Time
ORD03970,2024-02-12,2024-02-14,2.0,Late
ORD03971,2024-01-17,2024-01-13,-4.0,On-Time
ORD03972,2024-02-24,2024-02-27,3.0,Late
ORD03973,2024-04-25,2024-04-23,-2.0,On-Time
ORD03974,2024-05-31,2024-05-31,0.0,On-Time
ORD03975,2024-02-20,2024-02-17,-3.0,On-Time
ORD03976,2024-04-08,2024-04-03,-5.0,On-Time
ORD03977,2024-02-16,2024-02-20,4.0,Late
ORD03978,2024-01-20,2024-01-23,3.0,Late
ORD03979,2024-05-19,2024-05-16,-3.0,On-Time
ORD03980,2024-04-15,2024-04-11,-4.0,On-Time
ORD03981,2024-02-07,2024-02-07,0.0,On-Time
ORD03982,2024-02-19,2024-02-17,-2.0,On-Time
ORD03983,2024-05-20,2024-05-17,-3.0,On-Time
ORD03984,2024-02-08,2024-02-11,3.0,Late
ORD03985,2024-01-19,2024-01-18,-1.0,On-Time
ORD03986,2024-03-22,2024-03-22,0.0,On-Time
ORD03987,2024-02-08,2024-02-06,-2.0,On-Time
ORD03988,2024-06-01,2024-06-02,1.0,Late
ORD03989,2024-04-28,2024-04-22,-6.0,On-Time
ORD03990,2024-05-10,2024-05-04,-6.0,On-Time
ORD03991,2024-03-24,2024-03-22,-2.0,On-Time
ORD03992,2024-03-29,2024-03-27,,On-Time
ORD03993,2024-04-22,2024-04-22,0.0,On-Time
ORD03994,2024-05-18,2024-05-19,1.0,Late
ORD03995,2024-02-04,2024-01-29,-6.0,On-Time
ORD03996,2024-02-16,2024-02-19,3.0,Late
ORD03997,2024-04-19,2024-04-20,1.0,Late
ORD03998,2024-02-05,2024-01-30,-6.0,On-Time
ORD03999,2024-03-23,2024-03-23,0.0,On-Time
ORD04000,2024-05-19,2024-05-16,-3.0,On-Time
ORD04001,2024-03-13,2024-03-13,0.0,On-Time
ORD04002,2024-04-08,2024-04-03,-5.0,On-Time
ORD04003,2024-05-06,2024-05-03,-3.0,On-Time
ORD04004,2024-05-24,2024-05-24,0.0,On-Time
ORD04005,2024-03-21,2024-03-21,0.0,On-Time
ORD04006,2024-04-05,2024-04-02,-3.0,On-Time
ORD04007,2024-01-21,2024-01-17,-4.0,On-Time
ORD04008,2024-05-23,2024-05-22,-1.0,On-Time
ORD04009,2024-05-17,2024-05-19,,Late
ORD04010,2024-02-01,2024-01-31,-1.0,On-Time
ORD04011,2024-05-17,2024-05-14,-3.0,On-Time
ORD04012,2024-05-14,2024-05-14,0.0,On-Time
ORD04013,2024-02-25,2024-02-24,-1.0,On-Time
ORD04014,2024-02-02,2024-01-31,-2.0,On-Time
ORD04015,2024-02-12,2024-02-10,-2.0,On-Time
ORD04016,2024-02-01,2024-01-29,-3.0,On-Time
ORD04017,2024-06-05,2024-06-01,-4.0,On-Time
ORD04018,2024-02-17,2024-02-17,0.0,On-Time
ORD04019,2024-03-03,2024-02-28,-4.0,On-Time
ORD04020,2024-01-24,2024-01-25,1.0,Late
ORD04021,2024-02-27,2024-02-25,-2.0,On-Time
ORD04022,2024-03-23,2024-03-24,1.0,Late
ORD04023,2024-02-02,2024-02-01,-1.0,On-Time
ORD04024,2024-04-14,2024-04-13,-1.0,On-Time
ORD04025,2024-04-04,2024-04-02,-2.0,On-Time
ORD04026,2024-05-26,2024-05-23,-3.0,On-Time
ORD04027,2024-02-14,2024-02-11,-3.0,On-Time
ORD04028,2024-02-15,2024-02-14,-1.0,On-Time
ORD04029,2024-03-15,2024-03-19,4.0,Late
ORD04030,2024-03-23,2024-03-21,-2.0,On-Time
ORD04031,2024-02-15,2024-02-11,-4.0,On-Time
ORD04032,2024-05-11,2024-05-11,0.0,On-Time
ORD04033,2024-04-19,2024-04-21,2.0,Late
ORD04034,2024-04-01,2024-03-29,-3.0,On-Time
ORD04035,2024-05-16,2024-05-09,-7.0,On-Time
ORD04036,2024-02-01,2024-01-31,-1.0,On-Time
ORD04037,2024-02-11,2024-02-12,1.0,Late
ORD04038,2024-03-08,2024-03-05,-3.0,On-Time
ORD04039,2024-01-08,2024-01-04,-4.0,On-Time
ORD04040,2024-02-19,2024-02-20,1.0,Late
ORD04041,2024-04-29,2024-04-30,1.0,Late
ORD04042,2024-01-27,2024-01-21,-6.0,On-Time
ORD04043,2024-04-03,2024-03-28,-6.0,On-Time
ORD04044,2024-04-19,2024-04-18,-1.0,On-Time
ORD04045,2024-04-11,2024-04-04,-7.0,On-Time
ORD04046,2024-02-02,2024-02-02,0.0,On-Time
ORD04047,2024-04-13,2024-04-09,-4.0,On-Time
ORD04048,2024-03-11,2024-03-13,2.0,Late
ORD04049,2024-04-09,2024-04-11,2.0,Late
ORD04050,2024-03-19,2024-03-16,-3.0,On-Time
ORD04051,2024-04-17,2024-04-12,-5.0,On-Time
ORD04052,2024-02-25,2024-02-27,2.0,Late
ORD04053,2024-05-29,2024-05-29,0.0,On-Time
ORD04054,2024-01-27,2024-01-27,0.0,On-Time
ORD04055,2024-04-21,2024-04-19,-2.0,On-Time
ORD04056,2024-04-23,2024-04-17,-6.0,On-Time
ORD04057,2024-02-21,2024-02-18,-3.0,On-Time
ORD04058,2024-02-08,2024-02-07,-1.0,On-Time
ORD04059,2024-03-12,2024-03-14,2.0,Late
ORD04060,2024-06-02,2024-06-01,-1.0,On-Time
ORD04061,2024-03-25,2024-03-27,2.0,Late
ORD04062,2024-03-19,2024-03-20,1.0,Late
ORD04063,2024-02-09,2024-02-07,-2.0,On-Time
ORD04064,2024-03-03,2024-02-25,-7.0,On-Time
ORD04065,2024-04-15,2024-04-13,-2.0,On-Time
ORD04066,2024-02-13,2024-02-12,-1.0,On-Time
ORD04067,2024-04-02,2024-04-01,-1.0,On-Time
ORD04068,2024-02-26,2024-02-26,0.0,On-Time
ORD04069,2024-02-17,2024-02-16,-1.0,On-Time
ORD04070,2024-02-04,2024-01-31,-4.0,On-Time
ORD04071,2024-03-13,2024-03-14,1.0,Late
ORD04072,2024-01-16,2024-01-17,1.0,Late
ORD04073,2024-05-28,2024-05-23,-5.0,On-Time
ORD04074,2024-01-17,2024-01-18,1.0,Late
ORD04075,2024-01-15,2024-01-14,-1.0,On-Time
ORD04076,2024-04-18,2024-04-12,-6.0,On-Time
ORD04077,2024-04-20,2024-04-20,0.0,On-Time
ORD04078,2024-02-21,2024-02-20,-1.0,On-Time
ORD04079,2024-04-19,2024-04-17,-2.0,On-Time
ORD04080,2024-01-22,2024-01-19,-3.0,On-Time
ORD04081,2024-03-11,2024-03-04,-7.0,On-Time
ORD04082,2024-01-14,2024-01-09,-5.0,On-Time
ORD04083,2024-01-13,2024-01-14,1.0,Late
ORD04084,2024-04-25,2024-04-26,1.0,Late
ORD04085,2024-03-03,2024-03-03,0.0,On-Time
ORD04086,2024-05-08,2024-05-04,-4.0,On-Time
ORD04087,2024-03-05,2024-03-05,0.0,On-Time
ORD04088,2024-05-31,2024-05-27,-4.0,On-Time
ORD04089,2024-01-15,2024-01-13,-2.0,On-Time
ORD04090,2024-05-25,2024-05-25,0.0,On-Time
ORD04091,2024-06-03,2024-05-30,-4.0,On-Time
ORD04092,2024-01-30,2024-01-31,1.0,Late
ORD04093,2024-04-30,2024-04-29,-1.0,On-Time
ORD04094,2024-03-11,2024-03-07,-4.0,On-Time
ORD04095,2024-02-13,2024-02-11,-2.0,On-Time
ORD04096,2024-05-27,2024-05-23,-4.0,On-Time
ORD04097,2024-01-21,2024-01-17,-4.0,On-Time
ORD04098,2024-04-08,2024-04-05,-3.0,On-Time
ORD04099,2024-05-19,2024-05-18,-1.0,On-Time
ORD04100,2024-05-28,2024-05-26,-2.0,On-Time
ORD04101,2024-03-26,2024-03-28,2.0,Late
ORD04102,2024-04-17,2024-04-18,1.0,Late
ORD04103,2024-02-27,2024-02-27,0.0,On-Time
ORD04104,2024-01-30,2024-01-28,-2.0,On-Time
ORD04105,2024-02-27,2024-02-27,0.0,On-Time
ORD04106,2024-05-23,2024-05-19,,On-Time
ORD04107,2024-01-12,2024-01-08,-4.0,On-Time
ORD04108,2024-04-11,2024-04-12,1.0,Late
ORD04109,2024-06-04,2024-06-02,-2.0,On-Time
ORD04110,2024-04-26,2024-04-26,0.0,On-Time
ORD04111,2024-02-18,2024-02-20,2.0,Late
ORD04112,2024-02-17,2024-02-11,-6.0,On-Time
ORD04113,2024-01-23,2024-01-17,-6.0,On-Time
ORD04114,2024-02-16,2024-02-17,1.0,Late
ORD04115,2024-02-17,2024-02-16,-1.0,On-Time
ORD04116,2024-05-25,2024-05-25,0.0,On-Time
ORD04117,2024-05-17,2024-05-16,-1.0,On-Time
ORD04118,2024-04-26,2024-04-24,-2.0,On-Time
ORD04119,2024-02-05,2024-02-06,1.0,Late
ORD04120,2024-05-13,2024-05-09,-4.0,On-Time
ORD04121,2024-04-05,2024-04-07,2.0,Late
ORD04122,2024-01-13,2024-01-08,-5.0,On-Time
ORD04123,2024-05-17,2024-05-19,,Late
ORD04124,2024-03-16,2024-03-18,2.0,Late
ORD04125,2024-01-09,2024-01-09,,On-Time
ORD04126,2024-02-16,2024-02-15,-1.0,On-Time
ORD04127,2024-05-21,2024-05-18,-3.0,On-Time
ORD04128,2024-05-24,2024-05-27,3.0,Late
ORD04129,2024-03-18,2024-03-14,-4.0,On-Time
ORD04130,2024-02-22,2024-02-23,1.0,Late
ORD04131,2024-02-15,2024-02-13,-2.0,On-Time
ORD04132,2024-03-10,2024-03-05,-5.0,On-Time
ORD04133,2024-03-10,2024-03-06,-4.0,On-Time
ORD04134,2024-02-17,2024-02-18,1.0,Late
ORD04135,2024-01-05,2024-01-09,4.0,Late
ORD04136,2024-05-07,2024-05-04,-3.0,On-Time
ORD04137,2024-06-02,2024-06-02,0.0,On-Time
ORD04138,2024-03-30,2024-03-26,-4.0,On-Time
ORD04139,2024-05-11,2024-05-07,-4.0,On-Time
ORD04140,2024-02-03,2024-01-30,-4.0,On-Time
ORD04141,2024-05-31,2024-05-26,-5.0,On-Time
ORD04142,2024-04-29,2024-04-24,-5.0,On-Time
ORD04143,2024-05-18,2024-05-18,0.0,On-Time
ORD04144,2024-05-04,2024-05-02,-2.0,On-Time
ORD04145,2024-03-05,2024-03-02,-3.0,On-Time
ORD04146,2024-01-19,2024-01-19,0.0,On-Time
ORD04147,2024-05-20,2024-05-19,-1.0,On-Time
ORD04148,2024-01-15,2024-01-13,-2.0,On-Time
ORD04149,2024-01-12,2024-01-08,-4.0,On-Time
ORD04150,2024-02-18,2024-02-19,1.0,Late
ORD04151,2024-01-11,2024-01-12,1.0,Late
ORD04152,2024-04-08,2024-04-04,-4.0,On-Time
ORD04153,2024-03-23,2024-03-16,-7.0,On-Time
ORD04154,2024-02-16,2024-02-17,1.0,Late
ORD04155,2024-03-22,2024-03-21,-1.0,On-Time
ORD04156,2024-03-26,2024-03-25,-1.0,On-Time
ORD04157,2024-04-20,2024-04-21,1.0,Late
ORD04158,2024-05-18,2024-05-17,-1.0,On-Time
ORD04159,2024-03-08,2024-03-06,-2.0,On-Time
ORD04160,2024-01-29,2024-01-24,-5.0,On-Time
ORD04161,2024-01-09,2024-01-08,-1.0,On-Time
ORD04162,2024-03-03,2024-02-27,-5.0,On-Time
ORD04163,2024-03-19,2024-03-17,-2.0,On-Time
ORD04164,2024-04-09,2024-04-09,0.0,On-Time
ORD04165,2024-04-04,2024-04-08,4.0,Late
ORD04166,2024-03-22,2024-03-23,1.0,Late
ORD04167,2024-04-18,2024-04-18,0.0,On-Time
ORD04168,2024-05-30,2024-05-29,,On-Time
ORD04169,2024-02-23,2024-02-19,-4.0,On-Time
ORD04170,2024-05-10,2024-05-08,-2.0,On-Time
ORD04171,2024-04-22,2024-04-22,,On-Time
ORD04172,2024-05-17,2024-05-14,-3.0,On-Time
ORD04173,2024-02-04,2024-02-02,-2.0,On-Time
ORD04174,2024-03-19,2024-03-16,-3.0,On-Time
ORD04175,2024-03-24,2024-03-24,0.0,On-Time
ORD04176,2024-05-02,2024-04-30,-2.0,On-Time
ORD04177,2024-04-11,2024-04-11,0.0,On-Time
ORD04178,2024-03-07,2024-03-02,-5.0,On-Time
ORD04179,2024-01-19,2024-01-18,-1.0,On-Time
ORD04180,2024-04-19,2024-04-18,-1.0,On-Time
ORD04181,2024-01-16,2024-01-17,1.0,Late
ORD04182,2024-03-28,2024-03-29,1.0,Late
ORD04183,2024-05-18,2024-05-16,-2.0,On-Time
ORD04184,2024-03-07,2024-03-05,-2.0,On-Time
ORD04185,2024-05-01,2024-04-27,-4.0,On-Time
ORD04186,2024-05-05,2024-05-06,1.0,Late
ORD04187,2024-01-08,2024-01-09,1.0,Late
ORD04188,2024-04-23,2024-04-20,-3.0,On-Time
ORD04189,2024-03-31,2024-04-02,2.0,Late
ORD04190,2024-04-27,2024-04-29,2.0,Late
ORD04191,2024-04-03,2024-03-31,-3.0,On-Time
ORD04192,2024-03-31,2024-04-01,1.0,Late
ORD04193,2024-01-10,2024-01-03,-7.0,On-Time
ORD04194,2024-03-01,2024-03-03,2.0,Late
ORD04195,2024-04-18,2024-04-17,-1.0,On-Time
ORD04196,2024-04-24,2024-04-21,-3.0,On-Time
ORD04197,2024-03-28,2024-03-28,0.0,On-Time
ORD04198,2024-04-22,2024-04-22,0.0,On-Time
ORD04199,2024-04-26,2024-04-26,0.0,On-Time
ORD04200,2024-04-14,2024-04-07,-7.0,On-Time
ORD04201,2024-01-07,2024-01-03,-4.0,On-Time
ORD04202,2024-03-24,2024-03-25,1.0,Late
ORD04203,2024-05-18,2024-05-12,-6.0,On-Time
ORD04204,2024-02-01,2024-01-30,,On-Time
ORD04205,2024-01-08,2024-01-04,-4.0,On-Time
ORD04206,2024-05-10,2024-05-09,-1.0,On-Time
ORD04207,2024-04-25,2024-04-24,-1.0,On-Time
ORD04208,2024-03-17,2024-03-16,-1.0,On-Time
ORD04209,2024-03-10,2024-03-10,0.0,On-Time
ORD04210,2024-02-08,2024-02-08,0.0,On-Time
ORD04211,2024-05-24,2024-05-20,-4.0,On-Time
ORD04212,2024-03-09,2024-03-06,-3.0,On-Time
ORD04213,2024-02-22,2024-02-17,-5.0,On-Time
ORD04214,2024-05-30,2024-05-26,-4.0,On-Time
ORD04215,2024-02-18,2024-02-16,-2.0,On-Time
ORD04216,2024-04-17,2024-04-19,2.0,Late
ORD04217,2024-05-26,2024-05-25,-1.0,On-Time
ORD04218,2024-04-15,2024-04-12,-3.0,On-Time
ORD04219,2024-03-06,2024-03-09,3.0,Late
ORD04220,2024-06-02,2024-05-31,,On-Time
ORD04221,2024-02-20,2024-02-19,-1.0,On-Time
ORD04222,2024-03-19,2024-03-14,-5.0,On-Time
ORD04223,2024-03-08,2024-03-07,-1.0,On-Time
ORD04224,2024-03-23,2024-03-25,2.0,Late
ORD04225,2024-01-28,2024-01-22,-6.0,On-Time
ORD04226,2024-01-07,2024-01-09,2.0,Late
ORD04227,2024-06-02,2024-06-03,1.0,Late
ORD04228,2024-01-20,2024-01-15,-5.0,On-Time
ORD04229,2024-03-26,2024-03-27,1.0,Late
ORD04230,2024-04-05,2024-03-30,-6.0,On-Time
ORD04231,2024-02-25,2024-02-21,-4.0,On-Time
ORD04232,2024-03-18,2024-03-20,,Late
ORD04233,2024-01-12,2024-01-12,0.0,On-Time
ORD04234,2024-01-14,2024-01-13,-1.0,On-Time
ORD04235,2024-03-24,2024-03-20,-4.0,On-Time
ORD04236,2024-06-01,2024-05-30,-2.0,On-Time
ORD04237,2024-01-24,2024-01-24,0.0,On-Time
ORD04238,2024-01-22,2024-01-19,-3.0,On-Time
ORD04239,2024-02-06,2024-02-02,-4.0,On-Time
ORD04240,2024-01-31,2024-01-29,-2.0,On-Time
ORD04241,2024-02-03,2024-02-02,,On-Time
ORD04242,2024-04-13,2024-04-10,-3.0,On-Time
ORD04243,2024-02-24,2024-02-20,-4.0,On-Time
ORD04244,2024-04-20,2024-04-19,-1.0,On-Time
ORD04245,2024-05-09,2024-05-11,2.0,Late
ORD04246,2024-01-07,2024-01-07,0.0,On-Time
ORD04247,2024-05-06,2024-04-30,-6.0,On-Time
ORD04248,2024-02-24,2024-02-24,0.0,On-Time
ORD04249,2024-03-21,2024-03-16,-5.0,On-Time
ORD04250,2024-05-13,2024-05-13,0.0,On-Time
ORD04251,2024-04-03,2024-04-01,-2.0,On-Time
ORD04252,2024-06-02,2024-06-01,-1.0,On-Time
ORD04253,2024-04-03,2024-04-01,-2.0,On-Time
ORD04254,2024-01-22,2024-01-20,-2.0,On-Time
ORD04255,2024-04-02,2024-04-03,1.0,Late
ORD04256,2024-02-08,2024-02-08,0.0,On-Time
ORD04257,2024-03-16,2024-03-11,-5.0,On-Time
ORD04258,2024-04-03,2024-03-31,-3.0,On-Time
ORD04259,2024-02-16,2024-02-09,-7.0,On-Time
ORD04260,2024-05-05,2024-05-04,-1.0,On-Time
ORD04261,2024-01-24,2024-01-21,-3.0,On-Time
ORD04262,2024-01-23,2024-01-18,-5.0,On-Time
ORD04263,2024-04-13,2024-04-13,0.0,On-Time
ORD04264,2024-02-06,2024-02-02,-4.0,On-Time
ORD04265,2024-04-15,2024-04-12,-3.0,On-Time
ORD04266,2024-01-19,2024-01-16,-3.0,On-Time
ORD04267,2024-01-18,2024-01-19,1.0,Late
ORD04268,2024-06-03,2024-05-31,-3.0,On-Time
ORD04269,2024-01-28,2024-01-26,-2.0,On-Time
ORD04270,2024-01-24,2024-01-19,-5.0,On-Time
ORD04271,2024-05-08,2024-05-09,1.0,Late
ORD04272,2024-03-12,2024-03-09,-3.0,On-Time
ORD04273,2024-04-10,2024-04-07,-3.0,On-Time
ORD04274,2024-05-22,2024-05-19,-3.0,On-Time
ORD04275,2024-05-16,2024-05-12,-4.0,On-Time
ORD04276,2024-04-11,2024-04-15,4.0,Late
ORD04277,2024-02-11,2024-02-07,-4.0,On-Time
ORD04278,2024-06-01,2024-05-30,-2.0,On-Time
ORD04279,2024-03-25,2024-03-23,-2.0,On-Time
ORD04280,2024-04-02,2024-04-03,1.0,Late
ORD04281,2024-05-06,2024-05-02,-4.0,On-Time
ORD04282,2024-04-10,2024-04-09,-1.0,On-Time
ORD04283,2024-02-18,2024-02-19,1.0,Late
ORD04284,2024-02-06,2024-02-07,1.0,Late
ORD04285,2024-02-26,2024-02-29,3.0,Late
ORD04286,2024-04-13,2024-04-11,-2.0,On-Time
ORD04287,2024-04-28,2024-04-27,-1.0,On-Time
ORD04288,2024-05-11,2024-05-12,1.0,Late
ORD04289,2024-03-06,2024-03-03,-3.0,On-Time
ORD04290,2024-05-28,2024-05-26,-2.0,On-Time
ORD04291,2024-01-18,2024-01-18,0.0,On-Time
ORD04292,2024-03-16,2024-03-12,-4.0,On-Time
ORD04293,2024-06-01,2024-05-28,-4.0,On-Time
ORD04294,2024-03-01,2024-02-28,-2.0,On-Time
ORD04295,2024-06-03,2024-05-28,-6.0,On-Time
ORD04296,2024-02-08,2024-02-02,-6.0,On-Time
ORD04297,2024-04-10,2024-04-05,-5.0,On-Time
ORD04298,2024-05-19,2024-05-14,-5.0,On-Time
ORD04299,2024-04-07,2024-04-05,-2.0,On-Time
ORD04300,2024-03-17,2024-03-11,-6.0,On-Time
ORD04301,2024-03-18,2024-03-16,-2.0,On-Time
ORD04302,2024-03-29,2024-03-27,-2.0,On-Time
ORD04303,2024-02-27,2024-02-23,-4.0,On-Time
ORD04304,2024-03-15,2024-03-10,-5.0,On-Time
ORD04305,2024-05-27,2024-05-26,-1.0,On-Time
ORD04306,2024-02-03,2024-01-28,-6.0,On-Time
ORD04307,2024-01-14,2024-01-13,-1.0,On-Time
ORD04308,2024-03-09,2024-03-07,-2.0,On-Time
ORD04309,2024-05-10,2024-05-05,-5.0,On-Time
ORD04310,2024-05-29,2024-05-27,-2.0,On-Time
ORD04311,2024-05-01,2024-04-29,-2.0,On-Time
ORD04312,2024-04-08,2024-04-06,-2.0,On-Time
ORD04313,2024-02-04,2024-01-31,-4.0,On-Time
ORD04314,2024-06-05,2024-06-03,-2.0,On-Time
ORD04315,2024-03-20,2024-03-16,-4.0,On-Time
ORD04316,2024-04-24,2024-04-19,-5.0,On-Time
ORD04317,2024-06-05,2024-06-02,-3.0,On-Time
ORD04318,2024-03-09,2024-03-06,-3.0,On-Time
ORD04319,2024-04-16,2024-04-14,-2.0,On-Time
ORD04320,2024-02-12,2024-02-12,0.0,On-Time
ORD04321,2024-02-02,2024-02-03,1.0,Late
ORD04322,2024-05-12,2024-05-12,0.0,On-Time
ORD04323,2024-03-20,2024-03-17,-3.0,On-Time
ORD04324,2024-04-12,2024-04-11,,On-Time
ORD04325,2024-02-15,2024-02-18,3.0,Late
ORD04326,2024-02-29,2024-02-24,-5.0,On-Time
ORD04327,2024-02-09,2024-02-10,1.0,Late
ORD04328,2024-05-15,2024-05-15,0.0,On-Time
ORD04329,2024-05-22,2024-05-18,-4.0,On-Time
ORD04330,2024-02-24,2024-02-24,0.0,On-Time
ORD04331,2024-05-20,2024-05-19,-1.0,On-Time
ORD04332,2024-02-16,2024-02-14,-2.0,On-Time
