Shipment_ID,Order_ID,Ship_Date,Delivery_Date,Shipping_Mode,Carrier,Warehouse_ID
SHP03690,ORD03690,2024-02-09,2024-02-13,Road,EcomExpress,WH00009
SHP03691,ORD03691,2024-05-01,2024-05-04,Standard,BlueDart,WH00008
SHP03692,ORD03692,2024-03-01,2024-03-08,Air,IndiaPost,WH00012
SHP03693,ORD03693,2024-02-20,2024-02-23,Standard,BlueDart,WH00009
SHP03694,ORD03694,2024-01-13,2024-01-14,Standard,EcomExpress,WH00011
SHP03695,ORD03695,2024-04-11,2024-04-10,Standard,EcomExpress,WH00001
SHP03696,ORD03696,2024-05-14,2024-05-13,Standard,EcomExpress,WH00007
SHP03697,ORD03697,2024-05-05,2024-05-07,Express,Delhivery,WH00006
SHP03698,ORD03698,2024-04-27,2024-05-03,Standard,EcomExpress,WH00002
SHP03699,ORD03699,2024-04-29,2024-05-04,Express,IndiaPost,WH00009
SHP03700,ORD03700,2024-01-27,2024-01-27,Road,Delhivery,WH00010
SHP03701,ORD03701,2024-03-05,2024-03-11,Standard,EcomExpress,WH00005
SHP03702,ORD03702,2024-02-21,2024-02-25,Standard,Delhivery,WH00011
SHP03703,ORD03703,2024-05-10,2024-05-12,Air,IndiaPost,WH00009
SHP03704,ORD03704,2024-03-21,2024-03-27,Air,EcomExpress,WH00012
SHP03705,ORD03705,2024-04-26,2024-04-26,Standard,EcomExpress,WH00005
SHP03706,ORD03706,2024-02-04,2024-02-08,Standard,Delhivery,WH00008
SHP03707,ORD03707,2024-03-11,2024-03-13,Road,IndiaPost,WH00004
SHP03708,ORD03708,2024-05-26,2024-05-31,Road,BlueDart,WH00008
SHP03709,ORD03709,2024-04-29,2024-05-04,Road,BlueDart,WH00004
SHP03710,ORD03710,2024-02-18,2024-02-17,Express,BlueDart,WH00011
SHP03711,ORD03711,2024-04-25,2024-04-24,Express,BlueDart,WH00006
SHP03712,ORD03712,2024-05-28,2024-05-27,Express,BlueDart,WH00011
SHP03713,ORD03713,2024-03-13,2024-03-14,Express,EcomExpress,WH00002
SHP03714,ORD03714,2024-01-18,2024-01-22,Road,BlueDart,WH00003
SHP03715,ORD03715,2024-01-02,2024-01-07,Standard,IndiaPost,WH00011
SHP03716,ORD03716,2024-02-20,2024-02-20,Express,Delhivery,WH00003
SHP03717,ORD03717,2024-05-01,2024-04-30,Express,BlueDart,WH00003
SHP03718,ORD03718,2024-02-21,2024-02-24,Standard,BlueDart,WH00009
SHP03719,ORD03719,2024-03-22,2024-03-23,Road,EcomExpress,WH00007
SHP03720,ORD03720,2024-04-23,2024-04-29,Air,IndiaPost,WH00002
SHP03721,ORD03721,2024-04-17,2024-04-23,Road,Delhivery,WH00004
SHP03722,ORD03722,2024-04-18,2024-04-18,Express,BlueDart,WH00011
SHP03723,ORD03723,2024-04-16,2024-04-20,Express,IndiaPost,WH00004
SHP03724,ORD03724,2024-02-18,2024-02-24,Air,IndiaPost,WH00005
SHP03725,ORD03725,2024-05-12,2024-05-16,Standard,Delhivery,WH00005
SHP03726,ORD03726,2024-05-04,2024-05-10,Express,EcomExpress,WH00006
SHP03727,ORD03727,2024-04-03,2024-04-04,Air,IndiaPost,WH00005
SHP03728,ORD03728,2024-03-06,2024-03-05,Express,IndiaPost,WH00003
SHP03729,ORD03729,2024-05-26,2024-05-29,Standard,BlueDart,WH00012
SHP03730,ORD03730,2024-03-23,2024-03-25,Express,Delhivery,WH00006
SHP03731,ORD03731,2024-01-06,2024-01-11,Air,BlueDart,WH00001
SHP03732,ORD03732,2024-05-06,2024-05-11,Express,EcomExpress,WH00001
SHP03733,ORD03733,2024-05-26,2024-06-01,Air,Delhivery,WH00005
SHP03734,ORD03734,2024-04-22,2024-04-28,Standard,Delhivery,WH00004
SHP03735,ORD03735,2024-02-16,2024-02-21,Road,IndiaPost,WH00011
SHP03736,ORD03736,2024-03-15,2024-03-21,Standard,EcomExpress,WH00009
SHP03737,ORD03737,2024-04-14,2024-04-17,Express,IndiaPost,WH00007
SHP03738,ORD03738,2024-03-05,2024-03-05,Standard,IndiaPost,WH00004
SHP03739,ORD03739,2024-02-05,2024-02-08,Express,EcomExpress,WH00004
SHP03740,ORD03740,2024-04-20,2024-04-24,Standard,Delhivery,WH00004
SHP03741,ORD03741,2024-03-16,2024-03-15,Road,BlueDart,WH00008
SHP03742,ORD03742,2024-04-22,2024-04-21,Air,Delhivery,WH00001
SHP03743,ORD03743,2024-04-08,2024-04-13,Express,BlueDart,WH00011
SHP03744,ORD03744,2024-03-17,2024-03-20,Air,EcomExpress,WH00010
SHP03745,ORD03745,2024-05-27,2024-06-01,Road,Delhivery,WH00006
SHP03746,ORD03746,2024-01-22,2024-01-27,Express,IndiaPost,WH00008
SHP03747,ORD03747,2024-05-29,2024-06-02,Road,Delhivery,WH00009
SHP03748,ORD03748,2024-04-08,2024-04-14,Express,Delhivery,WH00009
SHP03749,ORD03749,2024-01-10,2024-01-11,Air,BlueDart,WH00012
SHP03750,ORD03750,2024-04-22,2024-04-24,Standard,BlueDart,WH00007
SHP03751,ORD03751,2024-03-25,2024-03-26,Standard,EcomExpress,WH00008
SHP03752,ORD03752,2024-05-01,2024-05-04,Road,BlueDart,WH00008
SHP03753,ORD03753,2024-02-01,2024-02-03,Standard,EcomExpress,WH00002
SHP03754,ORD03754,2024-02-04,2024-02-06,Air,IndiaPost,WH00011
SHP03755,ORD03755,2024-05-15,2024-05-16,Road,Delhivery,WH00001
SHP03756,ORD03756,2024-02-05,2024-02-07,Air,EcomExpress,WH00011
SHP03757,ORD03757,2024-03-15,2024-03-22,Air,IndiaPost,WH00011
SHP03758,ORD03758,2024-01-17,2024-01-20,Standard,Delhivery,WH00008
SHP03759,ORD03759,2024-03-09,2024-03-11,Express,BlueDart,WH00005
SHP03760,ORD03760,2024-03-15,2024-03-22,Road,IndiaPost,WH00009
SHP03761,ORD03761,2024-05-29,2024-05-30,Road,Delhivery,WH00009
SHP03762,ORD03762,2024-04-12,2024-04-13,Standard,BlueDart,WH00012
SHP03763,ORD03763,2024-02-01,2024-02-07,Air,EcomExpress,WH00007
SHP03764,ORD03764,2024-01-29,2024-02-05,Express,BlueDart,WH00007
SHP03765,ORD03765,2024-05-19,2024-05-23,Road,IndiaPost,WH00010
SHP03766,ORD03766,2024-04-04,2024-04-05,Standard,BlueDart,WH00010
SHP03767,ORD03767,2024-01-14,2024-01-18,Road,EcomExpress,WH00002
SHP03768,ORD03768,2024-03-05,2024-03-06,Road,BlueDart,WH00011
SHP03769,ORD03769,2024-03-03,2024-03-10,Air,EcomExpress,WH00005
SHP03770,ORD03770,2024-05-14,2024-05-18,Express,EcomExpress,WH00005
SHP03771,ORD03771,2024-01-29,2024-02-01,Road,BlueDart,WH00002
SHP03772,ORD03772,2024-03-14,2024-03-19,Express,BlueDart,WH00006
SHP03773,ORD03773,2024-03-15,2024-03-21,Express,Delhivery,WH00012
SHP03774,ORD03774,2024-05-23,2024-05-30,Express,IndiaPost,WH00002
SHP03775,ORD03775,2024-02-24,2024-02-29,Air,BlueDart,WH00004
SHP03776,ORD03776,2024-05-11,2024-05-13,Standard,BlueDart,WH00004
SHP03777,ORD03777,2024-01-31,2024-02-05,Air,BlueDart,WH00009
SHP03778,ORD03778,2024-03-26,2024-03-26,Air,EcomExpress,WH00008
SHP03779,ORD03779,2024-04-16,2024-04-19,Air,BlueDart,WH00008
SHP03780,ORD03780,2024-04-10,2024-04-15,Air,EcomExpress,WH00009
SHP03781,ORD03781,2024-04-06,2024-04-12,Road,EcomExpress,WH00002
SHP03782,ORD03782,2024-05-15,2024-05-14,Standard,BlueDart,WH00003
SHP03783,ORD03783,2024-01-22,2024-01-28,Air,EcomExpress,WH00009
SHP03784,ORD03784,2024-04-08,2024-04-09,Road,EcomExpress,WH00003
SHP03785,ORD03785,2024-01-07,2024-01-08,Road,EcomExpress,WH00008
SHP03786,ORD03786,2024-01-14,2024-01-15,Standard,BlueDart,WH00001
SHP03787,ORD03787,2024-02-29,2024-03-04,Standard,EcomExpress,WH00008
SHP03788,ORD03788,2024-05-14,2024-05-17,Express,EcomExpress,WH00012
SHP03789,ORD03789,2024-04-27,2024-04-27,Air,Delhivery,WH00009
SHP03790,ORD03790,2024-01-31,2024-02-06,Air,IndiaPost,WH00004
SHP03791,ORD03791,2024-02-10,2024-02-11,Road,Delhivery,WH00004
SHP03792,ORD03792,2024-01-31,2024-02-05,Standard,BlueDart,WH00002
SHP03793,ORD03793,2024-04-14,2024-04-18,Express,IndiaPost,WH00006
SHP03794,ORD03794,2024-03-01,2024-03-03,Standard,IndiaPost,WH00003
SHP03795,ORD03795,2024-03-17,2024-03-19,Standard,IndiaPost,WH00008
SHP03796,ORD03796,2024-04-29,2024-04-30,Standard,Delhivery,WH00005
SHP03797,ORD03797,2024-05-08,2024-05-14,Road,IndiaPost,WH00007
SHP03798,ORD03798,2024-01-10,2024-01-15,Standard,Delhivery,WH00010
SHP03799,ORD03799,2024-01-14,2024-01-18,Standard,EcomExpress,WH00008
SHP03800,ORD03800,2024-01-15,2024-01-21,Air,EcomExpress,WH00008
SHP03801,ORD03801,2024-02-14,2024-02-17,Air,Delhivery,WH00005
SHP03802,ORD03802,2024-05-28,2024-05-31,Air,EcomExpress,WH00002
SHP03803,ORD03803,2024-02-29,2024-03-05,Road,BlueDart,WH00003
SHP03804,ORD03804,2024-04-28,2024-05-01,Express,IndiaPost,WH00002
SHP03805,ORD03805,2024-05-26,2024-05-31,Standard,Delhivery,WH00012
SHP03806,ORD03806,2024-05-20,2024-05-24,Air,Delhivery,WH00008
SHP03807,ORD03807,2024-02-19,2024-02-24,Road,BlueDart,WH00011
SHP03808,ORD03808,2024-05-01,2024-05-07,Air,BlueDart,WH00009
SHP03809,ORD03809,2024-02-28,2024-03-03,Road,BlueDart,WH00003
SHP03810,ORD03810,2024-01-15,2024-01-18,Express,EcomExpress,WH00004
SHP03811,ORD03811,2024-04-08,2024-04-12,Express,Delhivery,WH00010
SHP03812,ORD03812,2024-01-21,2024-01-24,Standard,EcomExpress,WH00011
SHP03813,ORD03813,2024-04-18,2024-04-18,Road,EcomExpress,WH00009
SHP03814,ORD03814,2024-02-23,2024-02-26,Standard,BlueDart,WH00001
SHP03815,ORD03815,2024-03-27,2024-03-31,Standard,EcomExpress,WH00010
SHP03816,ORD03816,2024-02-22,2024-02-23,Air,Delhivery,WH00001
SHP03817,ORD03817,2024-04-24,2024-04-30,Air,IndiaPost,WH00006
SHP03818,ORD03818,2024-02-16,2024-02-20,Road,EcomExpress,WH00011
SHP03819,ORD03819,2024-03-01,2024-02-29,Express,IndiaPost,WH00006
SHP03820,ORD03820,2024-05-13,2024-05-18,Standard,BlueDart,WH00010
SHP03821,ORD03821,2024-04-23,2024-04-25,Standard,EcomExpress,WH00009
SHP03822,ORD03822,2024-03-16,2024-03-20,Air,Delhivery,WH00009
SHP03823,ORD03823,2024-03-26,2024-04-01,Road,Delhivery,WH00001
SHP03824,ORD03824,2024-02-10,2024-02-13,Road,BlueDart,WH00012
SHP03825,ORD03825,2024-05-21,2024-05-21,Road,Delhivery,WH00008
SHP03826,ORD03826,2024-05-02,2024-05-04,Standard,BlueDart,WH00011
SHP03827,ORD03827,2024-01-23,2024-01-28,Air,Delhivery,WH00005
SHP03828,ORD03828,2024-01-05,2024-01-05,Air,IndiaPost,WH00011
SHP03829,ORD03829,2024-03-16,2024-03-19,Express,Delhivery,WH00010
SHP03830,ORD03830,2024-03-04,2024-03-04,Standard,EcomExpress,WH00006
SHP03831,ORD03831,2024-04-01,2024-04-05,Express,BlueDart,WH00010
SHP03832,ORD03832,2024-04-05,2024-04-11,Express,Delhivery,WH00009
SHP03833,ORD03833,2024-02-29,2024-03-03,Air,EcomExpress,WH00003
SHP03834,ORD03834,2024-01-04,2024-01-06,Road,EcomExpress,WH00010
SHP03835,ORD03835,2024-04-27,2024-05-02,Standard,IndiaPost,WH00010
SHP03836,ORD03836,2024-03-31,2024-04-01,Standard,EcomExpress,WH00005
SHP03837,ORD03837,2024-02-19,2024-02-26,Express,EcomExpress,WH00009
SHP03838,ORD03838,2024-04-01,2024-04-04,Express,BlueDart,WH00001
SHP03839,ORD03839,2024-03-13,2024-03-12,Standard,EcomExpress,WH00008
SHP03840,ORD03840,2024-03-30,2024-04-04,Standard,IndiaPost,WH00011
SHP03841,ORD03841,2024-02-15,2024-02-20,Air,BlueDart,WH00006
SHP03842,ORD03842,2024-01-23,2024-01-26,Express,IndiaPost,WH00010
SHP03843,ORD03843,2024-03-11,2024-03-12,Standard,IndiaPost,WH00006
SHP03844,ORD03844,2024-02-28,2024-03-02,Air,IndiaPost,WH00005
SHP03845,ORD03845,2024-03-18,2024-03-20,Air,IndiaPost,WH00002
SHP03846,ORD03846,2024-01-07,2024-01-08,Standard,IndiaPost,WH00003
SHP03847,ORD03847,2024-02-10,2024-02-16,Road,EcomExpress,WH00011
SHP03848,ORD03848,2024-03-09,2024-03-11,Road,IndiaPost,WH00002
SHP03849,ORD03849,2024-02-20,2024-02-24,Standard,IndiaPost,WH00005
SHP03850,ORD03850,2024-01-08,2024-01-13,Road,BlueDart,WH00010
SHP03851,ORD03851,2024-02-29,2024-03-03,Standard,Delhivery,WH00008
SHP03852,ORD03852,2024-02-20,2024-02-24,Express,EcomExpress,WH00005
SHP03853,ORD03853,2024-01-22,2024-01-21,Express,BlueDart,WH00010
SHP03854,ORD03854,2024-02-17,2024-02-19,Air,IndiaPost,WH00011
SHP03855,ORD03855,2024-03-31,2024-04-03,Express,Delhivery,WH00004
SHP03856,ORD03856,2024-03-02,2024-03-05,Express,Delhivery,WH00012
SHP03857,ORD03857,2024-04-30,2024-05-03,Express,BlueDart,WH00012
SHP03858,ORD03858,2024-03-05,2024-03-06,Express,IndiaPost,WH00012
SHP03859,ORD03859,2024-03-24,2024-03-27,Air,BlueDart,WH00011
SHP03860,ORD03860,2024-04-22,2024-04-28,Air,BlueDart,WH00001
SHP03861,ORD03861,2024-01-11,2024-01-13,Standard,Delhivery,WH00007
SHP03862,ORD03862,2024-01-28,2024-01-28,Standard,BlueDart,WH00004
SHP03863,ORD03863,2024-02-27,2024-03-02,Road,IndiaPost,WH00003
SHP03864,ORD03864,2024-01-22,2024-01-27,Standard,EcomExpress,WH00008
SHP03865,ORD03865,2024-03-25,2024-03-28,Road,BlueDart,WH00009
SHP03866,ORD03866,2024-03-24,2024-03-25,Standard,EcomExpress,WH00002
SHP03867,ORD03867,2024-02-23,2024-02-29,Road,IndiaPost,WH00010
SHP03868,ORD03868,2024-05-20,2024-05-22,Standard,Delhivery,WH00007
SHP03869,ORD03869,2024-04-08,2024-04-09,Express,BlueDart,WH00001
SHP03870,ORD03870,2024-03-18,2024-03-20,Air,EcomExpress,WH00010
SHP03871,ORD03871,2024-02-21,2024-02-24,Express,EcomExpress,WH00004
SHP03872,ORD03872,2024-04-11,2024-04-10,Express,EcomExpress,WH00004
SHP03873,ORD03873,2024-02-08,2024-02-13,Express,BlueDart,WH00003
SHP03874,ORD03874,2024-03-13,2024-03-16,Air,EcomExpress,WH00002
SHP03875,ORD03875,2024-05-22,2024-05-25,Air,IndiaPost,WH00012
SHP03876,ORD03876,2024-01-24,2024-01-26,Standard,BlueDart,WH00003
SHP03877,ORD03877,2024-02-23,2024-02-25,Road,Delhivery,WH00001
SHP03878,ORD03878,2024-03-29,2024-04-01,Standard,EcomExpress,WH00008
SHP03879,ORD03879,2024-02-13,2024-02-15,Road,EcomExpress,WH00010
SHP03880,ORD03880,2024-01-25,2024-01-28,Air,Delhivery,WH00005
SHP03881,ORD03881,2024-01-07,2024-01-14,Air,BlueDart,WH00003
SHP03882,ORD03882,2024-01-13,2024-01-18,Road,BlueDart,WH00002
SHP03883,ORD03883,2024-05-17,2024-05-20,Standard,BlueDart,WH00007
SHP03884,ORD03884,2024-01-09,2024-01-13,Road,Delhivery,WH00001
SHP03885,ORD03885,2024-05-04,2024-05-09,Air,BlueDart,WH00001
SHP03886,ORD03886,2024-03-15,2024-03-20,Express,Delhivery,WH00010
SHP03887,ORD03887,2024-04-24,2024-04-29,Standard,IndiaPost,WH00001
SHP03888,ORD03888,2024-03-13,2024-03-17,Express,EcomExpress,WH00003
SHP03889,ORD03889,2024-05-28,2024-05-29,Road,IndiaPost,WH00007
SHP03890,ORD03890,2024-04-21,2024-04-26,Standard,EcomExpress,WH00005
SHP03891,ORD03891,2024-03-19,2024-03-24,Road,EcomExpress,WH00002
SHP03892,ORD03892,2024-02-12,2024-02-17,Express,EcomExpress,WH00008
SHP03893,ORD03893,2024-01-07,2024-01-13,Express,EcomExpress,WH00003
SHP03894,ORD03894,2024-04-05,2024-04-06,Road,Delhivery,WH00011
SHP03895,ORD03895,2024-05-16,2024-05-20,Standard,EcomExpress,WH00010
SHP03896,ORD03896,2024-02-28,2024-03-04,Road,Delhivery,WH00002
SHP03897,ORD03897,2024-05-09,2024-05-14,Air,IndiaPost,WH00007
SHP03898,ORD03898,2024-05-14,2024-05-15,Standard,Delhivery,WH00001
SHP03899,ORD03899,2024-02-03,2024-02-10,Air,IndiaPost,WH00009
SHP03900,ORD03900,2024-02-12,2024-02-12,Standard,IndiaPost,WH00001
SHP03901,ORD03901,2024-04-22,2024-04-27,Standard,Delhivery,WH00010
SHP03902,ORD03902,2024-03-16,2024-03-19,Express,Delhivery,WH00008
SHP03903,ORD03903,2024-03-08,2024-03-11,Road,Delhivery,WH00011
SHP03904,ORD03904,2024-02-03,2024-02-09,Road,BlueDart,WH00001
SHP03905,ORD03905,2024-05-23,2024-05-24,Air,BlueDart,WH00002
SHP03906,ORD03906,2024-02-12,2024-02-14,Air,IndiaPost,WH00012
SHP03907,ORD03907,2024-05-10,2024-05-16,Road,BlueDart,WH00001
SHP03908,ORD03908,2024-05-30,2024-06-02,Express,IndiaPost,WH00006
SHP03909,ORD03909,2024-03-10,2024-03-10,Standard,EcomExpress,WH00003
SHP03910,ORD03910,2024-01-23,2024-01-23,Air,Delhivery,WH00011
SHP03911,ORD03911,2024-03-20,2024-03-19,Express,IndiaPost,WH00007
SHP03912,ORD03912,2024-05-07,2024-05-08,Standard,Delhivery,WH00006
SHP03913,ORD03913,2024-01-19,2024-01-23,Air,EcomExpress,WH00006
SHP03914,ORD03914,2024-01-29,2024-02-03,Standard,Delhivery,WH00011
SHP03915,ORD03915,2024-03-19,2024-03-20,Road,Delhivery,WH00009
SHP03916,ORD03916,2024-02-18,2024-02-21,Standard,BlueDart,WH00005
SHP03917,ORD03917,2024-02-15,2024-02-15,Standard,IndiaPost,WH00010
SHP03918,ORD03918,2024-04-23,2024-04-28,Air,EcomExpress,WH00010
SHP03919,ORD03919,2024-05-09,2024-05-12,Standard,BlueDart,WH00008
SHP03920,ORD03920,2024-05-16,2024-05-20,Express,IndiaPost,WH00007
SHP03921,ORD03921,2024-04-22,2024-04-21,Road,Delhivery,WH00003
SHP03922,ORD03922,2024-01-28,2024-02-02,Air,BlueDart,WH00006
SHP03923,ORD03923,2024-04-07,2024-04-08,Express,EcomExpress,WH00008
SHP03924,ORD03924,2024-03-01,2024-03-07,Road,Delhivery,WH00007
SHP03925,ORD03925,2024-05-18,2024-05-21,Standard,IndiaPost,WH00002
SHP03926,ORD03926,2024-02-13,2024-02-12,Standard,BlueDart,WH00006
SHP03927,ORD03927,2024-01-30,2024-02-03,Road,BlueDart,WH00011
SHP03928,ORD03928,2024-01-18,2024-01-18,Standard,IndiaPost,WH00002
SHP03929,ORD03929,2024-02-05,2024-02-07,Express,Delhivery,WH00005
SHP03930,ORD03930,2024-04-06,2024-04-11,Road,Delhivery,WH00002
SHP03931,ORD03931,2024-05-16,2024-05-15,Standard,IndiaPost,WH00006
SHP03932,ORD03932,2024-03-20,2024-03-26,Road,EcomExpress,WH00002
SHP03933,ORD03933,2024-04-27,2024-04-28,Road,IndiaPost,WH00001
SHP03934,ORD03934,2024-04-23,2024-04-26,Express,EcomExpress,WH00007
SHP03935,ORD03935,2024-02-20,2024-02-21,Standard,EcomExpress,WH00008
SHP03936,ORD03936,2024-02-09,2024-02-09,Air,BlueDart,WH00006
SHP03937,ORD03937,2024-05-18,2024-05-18,Road,Delhivery,WH00007
SHP03938,ORD03938,2024-03-31,2024-04-02,Express,BlueDart,WH00009
SHP03939,ORD03939,2024-05-19,2024-05-24,Road,BlueDart,WH00004
SHP03940,ORD03940,2024-01-19,2024-01-20,Road,IndiaPost,WH00009
SHP03941,ORD03941,2024-01-09,2024-01-11,Road,BlueDart,WH00011
SHP03942,ORD03942,2024-04-05,2024-04-09,Express,BlueDart,WH00012
SHP03943,ORD03943,2024-03-12,2024-03-16,Express,IndiaPost,WH00005
SHP03944,ORD03944,2024-02-26,2024-02-29,Road,Delhivery,WH00011
SHP03945,ORD03945,2024-04-24,2024-05-01,Road,EcomExpress,WH00007
SHP03946,ORD03946,2024-05-30,2024-06-02,Air,BlueDart,WH00009
SHP03947,ORD03947,2024-04-30,2024-05-02,Road,BlueDart,WH00001
SHP03948,ORD03948,2024-05-28,2024-05-27,Air,EcomExpress,WH00010
SHP03949,ORD03949,2024-05-04,2024-05-04,Express,IndiaPost,WH00005
SHP03950,ORD03950,2024-03-27,2024-03-31,Standard,IndiaPost,WH00011
SHP03951,ORD03951,2024-02-20,2024-02-26,Road,Delhivery,WH00012
SHP03952,ORD03952,2024-01-28,2024-01-30,Road,BlueDart,WH00005
SHP03953,ORD03953,2024-05-25,2024-06-01,Road,BlueDart,WH00010
SHP03954,ORD03954,2024-01-17,2024-01-22,Standard,IndiaPost,WH00012
SHP03955,ORD03955,2024-03-21,2024-03-20,Road,BlueDart,WH00007
SHP03956,ORD03956,2024-02-01,2024-02-03,Road,IndiaPost,WH00010
SHP03957,ORD03957,2024-02-16,2024-02-22,Express,Delhivery,WH00006
SHP03958,ORD03958,2024-01-16,2024-01-22,Road,Delhivery,WH00006
SHP03959,ORD03959,2024-03-27,2024-03-27,Express,IndiaPost,WH00002
SHP03960,ORD03960,2024-03-25,2024-03-31,Standard,BlueDart,WH00005
SHP03961,ORD03961,2024-04-07,2024-04-08,Road,BlueDart,WH00002
SHP03962,ORD03962,2024-02-26,2024-02-29,Standard,BlueDart,WH00004
SHP03963,ORD03963,2024-05-27,2024-05-30,Road,IndiaPost,WH00004
SHP03964,ORD03964,2024-05-18,2024-05-18,Standard,IndiaPost,WH00011
SHP03965,ORD03965,2024-01-27,2024-01-30,Express,BlueDart,WH00001
SHP03966,ORD03966,2024-05-30,2024-05-31,Road,BlueDart,WH00011
SHP03967,ORD03967,2024-01-05,2024-01-08,Road,EcomExpress,WH00005
SHP03968,ORD03968,2024-02-24,2024-02-23,Road,BlueDart,WH00005
SHP03969,ORD03969,2024-03-18,2024-03-24,Express,BlueDart,WH00002
SHP03970,ORD03970,2024-02-07,2024-02-14,Standard,EcomExpress,WH00012
SHP03971,ORD03971,2024-01-14,2024-01-13,Express,Delhivery,WH00005
SHP03972,ORD03972,2024-02-21,2024-02-27,Air,IndiaPost,WH00004
SHP03973,ORD03973,2024-04-21,2024-04-23,Air,IndiaPost,WH00005
SHP03974,ORD03974,2024-05-27,2024-05-31,Express,BlueDart,WH00006
SHP03975,ORD03975,2024-02-16,2024-02-17,Standard,Delhivery,WH00002
SHP03976,ORD03976,2024-04-02,2024-04-03,Standard,IndiaPost,WH00004
SHP03977,ORD03977,2024-02-13,2024-02-20,Express,EcomExpress,WH00010
SHP03978,ORD03978,2024-01-16,2024-01-23,Standard,EcomExpress,WH00008
SHP03979,ORD03979,2024-05-16,2024-05-16,Road,EcomExpress,WH00009
SHP03980,ORD03980,2024-04-10,2024-04-11,Standard,BlueDart,WH00001
SHP03981,ORD03981,2024-02-04,2024-02-07,Road,EcomExpress,WH00009
SHP03982,ORD03982,2024-02-14,2024-02-17,Air,EcomExpress,WH00005
SHP03983,ORD03983,2024-05-17,2024-05-17,Standard,BlueDart,WH00001
SHP03984,ORD03984,2024-02-05,2024-02-11,Road,Delhivery,WH00011
SHP03985,ORD03985,2024-01-16,2024-01-18,Standard,BlueDart,WH00002
SHP03986,ORD03986,2024-03-18,2024-03-22,Standard,Delhivery,WH00007
SHP03987,ORD03987,2024-02-02,2024-02-06,Express,IndiaPost,WH00008
SHP03988,ORD03988,2024-05-29,2024-06-02,Road,IndiaPost,WH00007
SHP03989,ORD03989,2024-04-23,2024-04-22,Standard,IndiaPost,WH00007
SHP03990,ORD03990,2024-05-04,2024-05-04,Standard,EcomExpress,WH00007
SHP03991,ORD03991,2024-03-19,2024-03-22,Express,BlueDart,WH00008
SHP03992,ORD03992,2024-03-23,2024-03-27,Air,Delhivery,WH00007
SHP03993,ORD03993,2024-04-16,2024-04-22,Air,EcomExpress,WH00012
SHP03994,ORD03994,2024-05-14,2024-05-19,Express,IndiaPost,WH00001
SHP03995,ORD03995,2024-01-30,2024-01-29,Road,IndiaPost,WH00011
SHP03996,ORD03996,2024-02-12,2024-02-19,Standard,BlueDart,WH00010
SHP03997,ORD03997,2024-04-16,2024-04-20,Road,IndiaPost,WH00007
SHP03998,ORD03998,2024-01-30,2024-01-30,Standard,IndiaPost,WH00007
SHP03999,ORD03999,2024-03-18,2024-03-23,Express,Delhivery,WH00008
SHP04000,ORD04000,2024-05-13,2024-05-16,Standard,Delhivery,WH00012
SHP04001,ORD04001,2024-03-09,2024-03-13,Air,IndiaPost,WH00004
SHP04002,ORD04002,2024-04-04,2024-04-03,Express,Delhivery,WH00012
SHP04003,ORD04003,2024-04-30,2024-05-03,Express,IndiaPost,WH00010
SHP04004,ORD04004,2024-05-18,2024-05-24,Air,BlueDart,WH00007
SHP04005,ORD04005,2024-03-17,2024-03-21,Road,Delhivery,WH00012
SHP04006,ORD04006,2024-04-01,2024-04-02,Road,IndiaPost,WH00011
SHP04007,ORD04007,2024-01-17,2024-01-17,Standard,EcomExpress,WH00006
SHP04008,ORD04008,2024-05-20,2024-05-22,Air,EcomExpress,WH00003
SHP04009,ORD04009,2024-05-12,2024-05-19,Air,Delhivery,WH00008
SHP04010,ORD04010,2024-01-27,2024-01-31,Standard,EcomExpress,WH00006
SHP04011,ORD04011,2024-05-12,2024-05-14,Road,EcomExpress,WH00004
SHP04012,ORD04012,2024-05-11,2024-05-14,Standard,EcomExpress,WH00004
SHP04013,ORD04013,2024-02-22,2024-02-24,Express,BlueDart,WH00004
SHP04014,ORD04014,2024-01-27,2024-01-31,Air,BlueDart,WH00008
SHP04015,ORD04015,2024-02-07,2024-02-10,Standard,IndiaPost,WH00008
SHP04016,ORD04016,2024-01-28,2024-01-29,Express,EcomExpress,WH00008
SHP04017,ORD04017,2024-05-31,2024-06-01,Air,EcomExpress,WH00009
SHP04018,ORD04018,2024-02-12,2024-02-17,Road,Delhivery,WH00008
SHP04019,ORD04019,2024-02-29,2024-02-28,Express,Delhivery,WH00006
SHP04020,ORD04020,2024-01-20,2024-01-25,Air,EcomExpress,WH00004
SHP04021,ORD04021,2024-02-23,2024-02-25,Road,EcomExpress,WH00004
SHP04022,ORD04022,2024-03-19,2024-03-24,Air,EcomExpress,WH00005
SHP04023,ORD04023,2024-01-28,2024-02-01,Road,Delhivery,WH00006
SHP04024,ORD04024,2024-04-09,2024-04-13,Standard,Delhivery,WH00003
SHP04025,ORD04025,2024-03-30,2024-04-02,Air,IndiaPost,WH00003
SHP04026,ORD04026,2024-05-21,2024-05-23,Express,Delhivery,WH00010
SHP04027,ORD04027,2024-02-08,2024-02-11,Air,IndiaPost,WH00002
SHP04028,ORD04028,2024-02-12,2024-02-14,Road,EcomExpress,WH00012
SHP04029,ORD04029,2024-03-12,2024-03-19,Road,EcomExpress,WH00003
SHP04030,ORD04030,2024-03-17,2024-03-21,Air,BlueDart,WH00001
