Shipment_ID,Shipping_Cost,Fuel_Cost,Handling_Cost,Total_Cost
SHP04519,385.84,235.44,140.55,761.8299999999999
SHP04520,222.65,45.2,135.44,403.29
SHP04521,477.3,85.0,126.9,689.1999999999999
SHP04522,287.48,42.77,66.17,396.42
SHP04523,534.99,107.55,85.36,727.9
SHP04524,317.08,212.34,71.75,601.17
SHP04525,477.84,85.84,113.48,677.16
SHP04526,98.45,134.06,26.25,258.76
SHP04527,434.88,222.75,31.6,689.23
SHP04528,131.18,34.63,96.36,262.17
SHP04529,403.96,82.41,123.14,609.51
SHP04530,455.15,64.43,37.79,557.3699999999999
SHP04531,173.14,71.46,131.06,375.65999999999997
SHP04532,506.86,86.49,41.89,635.24
SHP04533,478.74,168.7,56.54,703.98
SHP04534,428.69,187.1,124.56,740.3499999999999
SHP04535,123.73,35.52,121.27,280.52
SHP04536,401.51,187.89,102.15,691.55
SHP04537,335.91,32.77,82.58,451.26
SHP04538,548.49,217.06,53.36,818.91
SHP04539,167.05,37.25,91.28,295.58000000000004
SHP04540,111.24,243.56,42.63,397.43
SHP04541,206.83,55.53,82.77,345.13
SHP04542,241.96,112.85,120.35,475.15999999999997
SHP04543,576.6,228.26,136.43,941.29
SHP04544,356.4,218.27,127.53,702.1999999999999
SHP04545,425.9,57.75,101.18,584.8299999999999
SHP04546,466.94,166.88,123.93,757.75
SHP04547,482.9,33.42,136.9,653.2199999999999
SHP04548,427.94,153.71,52.93,634.5799999999999
SHP04549,360.68,47.53,113.72,521.9300000000001
SHP04550,202.46,221.46,61.3,485.22
SHP04551,582.83,185.15,65.38,833.36
SHP04552,429.59,229.15,107.99,766.73
SHP04553,385.59,105.86,54.76,546.21
SHP04554,351.4,184.9,28.37,564.67
SHP04555,143.25,172.15,89.61,405.01
SHP04556,273.64,97.25,41.13,412.02
SHP04557,533.69,90.43,69.85,693.9700000000001
SHP04558,104.08,82.8,37.31,224.19
SHP04559,351.8,106.23,134.81,592.84
SHP04560,139.44,100.32,86.93,326.69
SHP04561,517.72,86.13,107.68,711.53
SHP04562,271.47,183.54,75.11,530.12
SHP04563,399.15,125.15,112.65,636.9499999999999
SHP04564,207.88,220.49,80.67,509.04
SHP04565,570.92,111.75,105.79,788.4599999999999
SHP04566,351.76,184.6,86.11,622.47
SHP04567,403.68,146.46,116.13,666.27
SHP04568,108.18,155.38,24.85,288.41
SHP04569,261.83,117.92,131.99,511.74
SHP04570,456.12,166.57,52.87,675.5600000000001
SHP04571,94.96,84.71,133.06,312.73
SHP04572,226.61,70.27,133.73,430.61
SHP04573,534.64,59.77,82.73,677.14
SHP04574,329.79,129.64,89.72,549.15
SHP04575,211.81,35.24,90.34,337.39
SHP04576,105.82,36.78,108.3,250.89999999999998
SHP04577,375.77,154.9,53.91,584.5799999999999
SHP04578,171.52,152.09,36.84,360.45000000000005
SHP04579,236.04,245.67,101.92,583.63
SHP04580,490.1,108.58,105.49,704.1700000000001
SHP04581,339.16,168.24,104.89,612.2900000000001
SHP04582,180.76,159.19,127.5,467.45
SHP04583,511.74,239.03,117.17,867.9399999999999
SHP04584,406.93,159.07,97.84,663.84
SHP04585,319.66,83.75,81.05,484.46000000000004
SHP04586,527.3,164.96,61.62,753.88
SHP04587,224.3,236.38,62.81,523.49
SHP04588,464.28,221.4,134.14,819.8199999999999
SHP04589,182.22,169.58,98.77,450.57
SHP04590,229.55,191.7,114.19,535.44
SHP04591,362.23,164.52,123.71,650.46
SHP04592,282.18,126.78,117.82,526.78
SHP04593,488.68,132.61,63.52,684.81
SHP04594,250.11,106.12,42.23,398.46000000000004
SHP04595,416.44,105.41,35.28,557.13
SHP04596,440.78,239.96,79.1,759.84
SHP04597,568.06,67.0,105.13,740.1899999999999
SHP04598,214.73,146.82,117.34,478.89
SHP04599,549.57,90.84,77.55,717.96
SHP04600,478.47,55.94,132.75,667.1600000000001
SHP04601,486.93,180.4,20.7,688.0300000000001
SHP04602,289.48,233.73,58.76,581.97
SHP04603,338.36,149.83,97.71,585.9000000000001
SHP04604,237.64,68.57,147.69,453.9
SHP04605,405.56,85.37,32.09,523.02
SHP04606,122.73,69.75,60.78,253.26000000000002
SHP04607,223.4,212.34,136.45,572.19
SHP04608,243.64,227.72,53.06,524.4200000000001
SHP04609,324.36,156.5,57.28,538.14
SHP04610,402.09,60.64,92.42,555.15
SHP04611,552.15,115.87,31.4,699.42
SHP04612,161.19,129.15,143.38,433.72
SHP04613,398.98,239.21,56.42,694.61
SHP04614,110.58,166.1,131.66,408.34000000000003
SHP04615,278.23,69.36,117.94,465.53000000000003
SHP04616,194.86,154.54,67.18,416.58
SHP04617,423.75,110.55,42.62,576.92
SHP04618,315.41,107.1,50.33,472.84
SHP04619,124.72,117.77,61.28,303.77
SHP04620,550.16,58.55,71.39,680.0999999999999
SHP04621,471.66,226.74,68.4,766.8000000000001
SHP04622,129.35,147.99,76.09,353.43000000000006
SHP04623,382.68,101.48,69.69,553.85
SHP04624,468.62,165.72,122.54,756.88
SHP04625,441.45,68.51,43.7,553.66
SHP04626,581.8,135.89,60.02,777.7099999999999
SHP04627,311.34,66.11,32.29,409.74
SHP04628,387.12,154.72,100.81,642.6500000000001
SHP04629,139.4,115.92,85.91,341.23
SHP04630,238.65,115.9,105.17,459.72
SHP04631,136.57,87.07,95.05,318.69
SHP04632,305.15,161.39,82.05,548.5899999999999
SHP04633,597.0,119.49,27.19,743.6800000000001
SHP04634,390.47,51.55,145.95,587.97
SHP04635,402.88,61.41,104.09,568.38
SHP04636,326.85,30.75,76.36,433.96000000000004
SHP04637,197.43,206.61,36.24,440.28000000000003
SHP04638,234.96,152.78,109.57,497.31
SHP04639,363.23,57.78,96.9,517.91
SHP04640,297.3,121.48,91.55,510.33000000000004
SHP04641,405.71,59.51,89.56,554.78
SHP04642,262.5,152.9,40.33,455.72999999999996
SHP04643,594.82,49.86,127.53,772.21
SHP04644,428.86,32.06,126.62,587.54
SHP04645,126.25,39.51,60.09,225.85
SHP04646,99.69,63.41,58.82,221.92
SHP04647,134.31,205.68,51.89,391.88
SHP04648,94.02,185.16,43.73,322.91
SHP04649,93.99,104.04,77.03,275.06
SHP04650,123.87,175.04,134.15,433.05999999999995
SHP04651,184.98,232.54,64.59,482.11
SHP04652,297.87,198.89,45.11,541.87
SHP04653,436.87,208.21,50.64,695.72
SHP04654,215.99,214.48,128.71,559.1800000000001
SHP04655,322.59,200.7,119.8,643.0899999999999
SHP04656,153.54,37.33,71.42,262.29
SHP04657,461.02,246.73,145.99,853.74
SHP04658,504.23,115.49,122.11,741.83
SHP04659,394.26,33.77,149.98,578.01
SHP04660,402.14,239.12,30.76,672.02
SHP04661,244.41,61.89,119.7,426.0
SHP04662,465.32,125.0,117.02,707.3399999999999
SHP04663,459.4,59.47,149.66,668.53
SHP04664,140.83,234.72,122.54,498.09000000000003
SHP04665,558.41,68.25,105.11,731.77
SHP04666,234.91,165.33,35.12,435.36
SHP04667,533.69,90.78,43.16,667.63
SHP04668,277.23,235.55,41.78,554.56
SHP04669,286.54,171.76,127.95,586.25
SHP04670,180.77,55.3,135.66,371.73
SHP04671,231.18,170.49,25.29,426.96000000000004
SHP04672,163.61,194.21,86.13,443.95000000000005
SHP04673,147.94,183.7,115.68,447.32
SHP04674,517.63,98.88,132.19,748.7
SHP04675,514.13,209.53,55.92,779.5799999999999
SHP04676,139.91,81.65,124.16,345.72
SHP04677,318.37,236.67,93.17,648.2099999999999
SHP04678,355.37,158.12,113.48,626.97
SHP04679,284.8,178.1,76.91,539.81
SHP04680,112.72,218.71,130.34,461.77
SHP04681,216.31,232.52,63.01,511.84000000000003
SHP04682,559.35,60.73,83.72,703.8000000000001
SHP04683,429.65,132.76,86.52,648.93
SHP04684,221.42,230.77,64.64,516.83
SHP04685,270.07,80.67,137.99,488.73
SHP04686,101.56,236.72,117.51,455.78999999999996
SHP04687,296.58,97.85,139.38,533.81
SHP04688,141.02,218.86,103.31,463.19
SHP04689,352.76,64.65,34.0,451.40999999999997
SHP04690,513.56,48.3,69.31,631.1699999999998
SHP04691,146.79,177.3,66.94,391.03000000000003
SHP04692,231.69,58.72,58.71,349.11999999999995
SHP04693,431.49,52.87,99.49,583.85
SHP04694,134.39,249.41,122.47,506.27
SHP04695,102.78,68.76,95.16,266.70000000000005
SHP04696,580.42,167.22,106.69,854.3299999999999
SHP04697,412.62,113.56,39.23,565.4100000000001
SHP04698,418.56,133.73,25.77,578.06
SHP04699,366.98,44.4,53.39,464.77
SHP04700,219.84,120.74,149.54,490.12
SHP04701,378.83,171.24,48.89,598.9599999999999
SHP04702,395.37,230.75,76.34,702.46
SHP04703,421.65,156.8,33.67,612.12
SHP04704,298.92,123.44,104.76,527.12
SHP04705,343.94,212.22,51.76,607.92
SHP04706,519.61,69.88,29.53,619.02
SHP04707,211.09,242.55,21.96,475.59999999999997
SHP04708,534.45,169.27,137.26,840.98
SHP04709,183.73,119.16,138.27,441.15999999999997
SHP04710,243.06,207.02,54.17,504.25000000000006
SHP04711,450.96,129.06,110.21,690.23
SHP04712,123.69,88.75,23.82,236.26
SHP04713,571.6,93.59,32.66,697.85
SHP04714,549.73,209.35,126.42,885.5
SHP04715,326.73,39.83,59.1,425.66
SHP04716,510.51,104.74,41.66,656.91
SHP04717,185.5,206.77,97.88,490.15
SHP04718,241.24,220.79,122.98,585.01
SHP04719,130.38,63.52,31.57,225.47
SHP04720,363.78,179.86,85.93,629.5699999999999
SHP04721,355.72,102.72,87.54,545.98
SHP04722,224.38,89.8,58.59,372.77
SHP04723,458.81,92.59,127.54,678.9399999999999
SHP04724,483.99,195.12,90.6,769.71
SHP04725,96.34,46.53,46.4,189.27
SHP04726,300.2,124.34,38.11,462.65
SHP04727,148.98,107.69,39.59,296.26
SHP04728,163.16,144.51,38.72,346.39
SHP04729,522.58,120.39,65.73,708.7
SHP04730,355.66,242.9,88.88,687.44
SHP04731,96.23,209.1,33.3,338.63
SHP04732,274.92,117.6,51.86,444.38
SHP04733,236.16,79.38,36.57,352.10999999999996
SHP04734,115.71,156.84,35.3,307.85
SHP04735,560.58,133.08,133.54,827.2
SHP04736,568.78,184.22,89.4,842.4
SHP04737,467.81,177.87,62.86,708.5400000000001
SHP04738,450.55,242.79,51.02,744.36
SHP04739,431.85,78.84,97.23,607.9200000000001
SHP04740,414.35,183.01,145.91,743.27
SHP04741,596.07,134.65,25.98,756.7
SHP04742,264.84,105.0,50.01,419.84999999999997
SHP04743,566.79,139.03,77.11,782.93
SHP04744,262.93,216.74,136.84,616.51
SHP04745,127.39,89.59,35.23,252.21
SHP04746,250.71,99.87,67.3,417.88000000000005
SHP04747,308.31,209.28,82.32,599.9100000000001
SHP04748,188.07,223.48,84.33,495.87999999999994
SHP04749,100.03,141.05,69.3,310.38
SHP04750,110.04,148.11,130.21,388.36
SHP04751,253.82,107.37,38.09,399.28
SHP04752,263.13,234.44,85.55,583.12
SHP04753,214.93,204.47,32.81,452.21
SHP04754,219.51,249.64,68.19,537.3399999999999
SHP04755,594.39,207.98,115.86,918.23
SHP04756,500.58,79.95,22.98,603.51
SHP04757,515.57,105.04,85.17,705.78
SHP04758,295.42,241.61,93.23,630.26
SHP04759,410.06,220.7,47.6,678.36
SHP04760,363.68,125.84,132.85,622.37
SHP04761,547.65,35.84,34.6,618.09
SHP04762,209.05,60.19,147.38,416.62
SHP04763,350.95,213.88,68.84,633.67
SHP04764,194.24,201.86,101.99,498.09000000000003
SHP04765,359.43,89.0,46.13,494.56
SHP04766,440.13,206.84,91.49,738.46
SHP04767,109.53,219.51,127.59,456.63
SHP04768,179.87,51.09,22.1,253.06
SHP04769,421.8,178.77,127.37,727.94
SHP04770,558.63,189.26,135.66,883.55
SHP04771,323.86,84.05,89.23,497.14000000000004
SHP04772,265.17,38.24,30.51,333.92
SHP04773,171.04,75.36,68.12,314.52
SHP04774,437.67,31.29,144.65,613.61
SHP04775,186.55,230.84,113.37,530.76
SHP04776,295.34,249.74,65.4,610.4799999999999
SHP04777,486.6,189.53,123.01,799.14
SHP04778,366.48,153.89,44.93,565.3
SHP04779,497.25,184.37,128.12,809.74
SHP04780,476.64,96.24,79.89,652.77
SHP04781,220.26,155.53,142.45,518.24
SHP04782,420.81,196.36,72.67,689.84
SHP04783,581.41,186.6,22.21,790.22
SHP04784,340.99,168.89,58.42,568.3
SHP04785,197.62,58.25,143.26,399.13
SHP04786,594.71,159.61,135.42,889.74
SHP04787,477.51,245.72,108.51,831.74
SHP04788,522.87,87.09,55.6,665.5600000000001
SHP04789,428.35,128.9,107.78,665.03
SHP04790,350.95,125.04,120.86,596.85
SHP04791,210.34,189.15,50.53,450.02
SHP04792,349.33,66.77,44.57,460.66999999999996
SHP04793,206.76,75.88,73.94,356.58
SHP04794,446.03,167.42,35.69,649.1399999999999
SHP04795,290.73,133.17,115.11,539.01
SHP04796,422.35,131.73,110.41,664.49
SHP04797,592.76,145.19,75.9,813.85
SHP04798,208.6,98.06,97.99,404.65
SHP04799,342.64,236.73,114.13,693.5
SHP04800,203.25,230.36,84.7,518.3100000000001
SHP04801,564.27,174.81,127.57,866.6499999999999
SHP04802,599.21,72.55,78.49,750.25
SHP04803,280.07,190.72,91.32,562.1099999999999
SHP04804,516.76,179.38,25.64,721.78
SHP04805,86.2,64.37,146.7,297.27
SHP04806,473.25,135.37,136.8,745.4200000000001
SHP04807,138.25,120.89,120.42,379.56
SHP04808,129.57,129.84,51.96,311.36999999999995
SHP04809,414.52,142.64,115.21,672.37
SHP04810,164.18,154.58,98.38,417.14
SHP04811,120.5,169.46,111.2,401.16
SHP04812,410.22,203.21,111.11,724.5400000000001
SHP04813,400.33,242.28,66.75,709.36
SHP04814,549.47,155.58,59.67,764.72
SHP04815,118.02,177.13,140.84,435.99
SHP04816,333.5,128.99,134.15,596.64
SHP04817,291.24,104.76,129.18,525.1800000000001
SHP04818,351.61,192.79,81.1,625.5
SHP04819,117.0,205.26,63.63,385.89
SHP04820,313.92,205.79,76.25,595.96
SHP04821,528.26,71.93,43.58,643.7700000000001
SHP04822,530.58,73.95,37.55,642.08
SHP04823,163.0,154.75,144.72,462.47
SHP04824,297.14,217.28,136.37,650.79
SHP04825,89.52,95.03,71.03,255.58
SHP04826,485.33,38.89,89.44,613.6600000000001
SHP04827,141.14,217.48,57.82,416.44
SHP04828,432.56,215.8,120.56,768.9200000000001
SHP04829,455.64,222.96,88.99,767.59
SHP04830,497.64,126.08,57.89,681.61
SHP04831,153.58,174.69,90.85,419.12
SHP04832,547.16,156.49,105.62,809.27
SHP04833,512.89,199.3,138.11,850.3000000000001
SHP04834,373.41,174.45,95.98,643.84
SHP04835,456.32,209.36,113.95,779.6300000000001
SHP04836,550.02,43.69,30.52,624.23
SHP04837,121.06,224.65,90.12,435.83000000000004
SHP04838,293.1,116.73,54.67,464.50000000000006
SHP04839,233.68,167.54,147.19,548.4100000000001
SHP04840,535.4,197.39,84.53,817.3199999999999
SHP04841,367.44,172.19,84.55,624.18
SHP04842,269.4,52.7,50.16,372.26
SHP04843,331.48,154.56,61.38,547.4200000000001
SHP04844,189.46,174.78,52.06,416.3
SHP04845,426.67,54.17,71.47,552.3100000000001
SHP04846,493.95,126.54,78.7,699.19
SHP04847,533.12,208.68,98.24,840.04
SHP04848,523.73,182.11,146.96,852.8000000000001
SHP04849,272.74,110.87,75.78,459.39
SHP04850,466.55,36.46,36.24,539.25
SHP04851,159.03,168.33,99.49,426.85
SHP04852,280.54,116.08,134.12,530.74
SHP04853,579.32,64.7,38.11,682.1300000000001
SHP04854,490.04,180.06,85.59,755.69
SHP04855,594.82,68.14,49.81,712.77
SHP04856,392.42,208.33,98.1,698.85
SHP04857,132.99,187.35,59.98,380.32000000000005
SHP04858,439.86,99.84,44.16,583.86
SHP04859,306.52,121.45,114.59,542.56
SHP04860,156.54,36.89,83.83,277.26
SHP04861,561.52,135.02,132.02,828.56
SHP04862,372.27,75.91,149.58,597.76
SHP04863,121.42,77.29,89.08,287.79
SHP04864,353.49,249.19,117.56,720.24
SHP04865,188.77,84.2,29.5,302.47
SHP04866,457.73,206.11,20.17,684.01
SHP04867,583.08,94.58,29.48,707.1400000000001
SHP04868,167.61,247.38,85.49,500.48
SHP04869,143.39,30.28,46.91,220.57999999999998
SHP04870,231.66,164.0,36.6,432.26
SHP04871,509.97,243.91,101.61,855.49
SHP04872,80.07,104.91,22.93,207.91
SHP04873,138.2,141.82,38.25,318.27
SHP04874,542.04,157.12,146.42,845.5799999999999
SHP04875,413.53,144.72,76.81,635.06
SHP04876,334.19,128.23,137.14,599.56
SHP04877,406.78,184.68,101.64,693.1
SHP04878,500.58,34.31,122.07,656.96
SHP04879,517.71,196.87,53.71,768.2900000000001
SHP04880,260.71,246.81,110.54,618.06
SHP04881,460.57,200.07,91.44,752.0799999999999
SHP04882,117.3,58.05,30.32,205.67
SHP04883,278.01,234.92,63.66,576.5899999999999
SHP04884,339.93,89.54,56.21,485.68
SHP04885,295.78,138.97,92.76,527.51
SHP04886,156.74,124.25,79.86,360.85
SHP04887,483.68,202.24,38.22,724.1400000000001
SHP04888,93.37,117.42,113.15,323.94000000000005
SHP04889,528.75,202.93,131.16,862.84
SHP04890,376.67,126.25,56.05,558.97
SHP04891,533.27,77.75,58.46,669.48
SHP04892,454.65,35.38,88.83,578.86
SHP04893,122.02,122.52,91.13,335.66999999999996
SHP04894,292.08,83.57,131.03,506.67999999999995
SHP04895,483.9,34.5,37.52,555.92
SHP04896,311.03,161.0,114.6,586.63
SHP04897,139.47,84.53,56.07,280.07
SHP04898,477.57,215.42,36.04,729.03
SHP04899,170.43,75.77,112.53,358.73
SHP04900,364.83,79.26,142.65,586.74
SHP04901,235.69,82.65,106.93,425.27000000000004
SHP04902,116.52,106.78,63.42,286.72
SHP04903,83.33,81.92,83.39,248.64
SHP04904,111.62,97.54,92.4,301.56000000000006
SHP04905,204.54,119.42,72.93,396.89
SHP04906,104.21,171.13,132.14,407.47999999999996
SHP04907,336.97,220.63,21.01,578.61
SHP04908,90.83,136.17,31.87,258.87
SHP04909,327.35,130.24,127.09,584.6800000000001
SHP04910,100.48,213.1,75.13,388.71
SHP04911,567.52,230.65,83.88,882.05
SHP04912,333.98,225.29,103.37,662.64
SHP04913,293.97,166.08,94.16,554.21
SHP04914,410.44,166.25,23.61,600.3000000000001
SHP04915,591.67,169.85,65.54,827.06
SHP04916,584.76,49.0,25.0,658.76
SHP04917,235.21,177.07,139.22,551.5
SHP04918,526.32,142.95,26.53,695.8
SHP04919,201.4,49.2,108.04,358.64000000000004
SHP04920,283.47,122.85,68.48,474.80000000000007
SHP04921,562.42,46.32,45.41,654.15
SHP04922,159.87,210.77,47.17,417.81
SHP04923,159.58,148.95,120.26,428.78999999999996
SHP04924,587.18,128.37,49.96,765.51
SHP04925,130.6,196.95,41.52,369.06999999999994
SHP04926,387.82,115.15,149.79,652.76
SHP04927,309.55,99.16,71.95,480.66
SHP04928,390.57,162.95,72.25,625.77
SHP04929,170.34,194.25,76.33,440.92
SHP04930,122.63,115.08,51.41,289.12
SHP04931,560.28,197.75,59.55,817.5799999999999
SHP04932,535.4,95.86,98.54,729.8
SHP04933,84.44,227.64,148.07,460.15
SHP04934,501.12,44.46,143.38,688.96
SHP04935,189.14,80.9,120.17,390.21
SHP04936,411.01,177.39,44.26,632.66
SHP04937,382.39,62.73,139.91,585.03
SHP04938,383.45,220.36,40.22,644.03
SHP04939,575.52,154.7,100.49,830.71
SHP04940,204.48,161.71,99.4,465.59000000000003
SHP04941,203.6,168.95,105.85,478.4
SHP04942,304.41,135.84,76.52,516.77
SHP04943,335.14,138.2,77.3,550.64
SHP04944,193.72,67.55,142.49,403.76
SHP04945,576.2,131.33,35.18,742.71
SHP04946,579.73,59.42,121.4,760.55
SHP04947,582.09,125.34,145.0,852.4300000000001
SHP04948,387.87,222.49,91.72,702.08
SHP04949,515.41,46.48,55.65,617.54
SHP04950,543.61,243.36,84.27,871.24
SHP04951,466.93,178.41,50.27,695.61
SHP04952,178.65,79.1,110.02,367.77
SHP04953,132.01,184.34,21.23,337.58000000000004
SHP04954,323.52,73.85,52.55,449.92
SHP04955,192.51,55.43,124.54,372.48
SHP04956,138.67,45.1,118.98,302.75
SHP04957,468.33,229.26,58.58,756.17
SHP04958,523.31,56.15,95.42,674.8799999999999
SHP04959,451.19,215.04,113.19,779.4200000000001
SHP04960,429.5,117.4,115.83,662.73
SHP04961,262.94,187.67,47.3,497.91
SHP04962,450.86,142.9,45.47,639.23
SHP04963,217.26,112.18,32.17,361.61
SHP04964,290.64,152.68,88.78,532.1
SHP04965,510.32,69.19,145.57,725.0799999999999
SHP04966,461.07,231.92,88.62,781.61
SHP04967,304.69,88.46,54.93,448.08
SHP04968,166.8,210.54,53.33,430.67
SHP04969,308.41,104.91,34.0,447.32000000000005
SHP04970,430.6,80.56,88.1,599.26
SHP04971,360.67,62.35,138.22,561.24
SHP04972,189.86,76.61,63.83,330.3
SHP04973,597.27,33.72,92.89,723.88
SHP04974,403.46,248.68,117.2,769.34
SHP04975,182.6,105.24,85.49,373.33
SHP04976,432.63,124.65,42.92,600.1999999999999
SHP04977,166.8,99.51,137.96,404.27
SHP04978,158.18,70.32,83.86,312.36
SHP04979,183.15,113.21,73.75,370.11
SHP04980,262.55,74.29,68.06,404.90000000000003
SHP04981,196.29,155.11,108.8,460.2
SHP04982,550.46,82.95,120.47,753.8800000000001
SHP04983,162.28,140.43,90.8,393.51000000000005
SHP04984,242.18,142.52,124.18,508.88000000000005
SHP04985,326.13,149.67,134.13,609.93
SHP04986,140.35,51.58,141.44,333.37
SHP04987,149.97,179.6,115.17,444.74
SHP04988,586.71,96.32,104.8,787.8299999999999
SHP04989,455.26,190.8,24.37,670.43
SHP04990,89.86,166.87,94.26,350.99
SHP04991,178.79,54.52,36.03,269.34000000000003
SHP04992,358.55,176.58,75.66,610.79
SHP04993,211.14,50.65,105.81,367.59999999999997
SHP04994,174.45,136.13,98.2,408.78
SHP04995,243.47,91.01,111.62,446.1
SHP04996,330.19,229.51,50.11,609.8100000000001
SHP04997,93.74,93.59,90.75,278.08
SHP04998,220.55,169.86,112.54,502.95000000000005
SHP04999,439.0,209.76,37.42,686.18
SHP05000,251.17,51.95,23.84,326.96
SHP05001,248.1,164.67,36.81,449.58
SHP05002,266.95,68.21,113.42,448.58
SHP05003,422.02,175.2,138.97,736.19
SHP05004,508.61,67.62,128.15,704.38
SHP05005,372.76,177.69,130.44,680.8900000000001
SHP05006,285.41,44.38,124.56,454.35
SHP05007,237.22,62.46,109.37,409.05
SHP05008,384.95,234.48,106.61,726.04
SHP05009,434.54,102.87,93.75,631.1600000000001
SHP05010,481.27,109.24,127.39,717.9
SHP05011,233.4,249.54,52.67,535.61
SHP05012,109.27,241.2,72.69,423.15999999999997
SHP05013,227.18,234.1,68.74,530.02
SHP05014,583.72,211.33,143.05,938.1000000000001
SHP05015,147.27,77.66,85.79,310.72
SHP05016,469.86,41.79,59.74,571.39
SHP05017,314.08,114.74,124.27,553.09
SHP05018,182.25,142.02,21.09,345.35999999999996
SHP05019,250.35,108.0,51.73,410.08000000000004
SHP05020,303.39,222.36,36.44,562.19
SHP05021,499.01,246.57,62.55,808.1299999999999
SHP05022,335.31,167.86,30.04,533.21
SHP05023,183.04,75.37,82.73,341.14
SHP05024,487.4,226.57,35.36,749.33
SHP05025,305.08,66.95,23.95,395.97999999999996
SHP05026,392.04,152.86,57.47,602.3700000000001
SHP05027,441.48,207.83,24.58,673.8900000000001
SHP05028,493.06,84.45,62.77,640.28
SHP05029,566.37,78.91,61.73,707.01
SHP05030,346.13,153.76,117.02,616.91
SHP05031,591.43,114.72,92.54,798.6899999999999
SHP05032,533.14,84.15,68.24,685.53
SHP05033,153.77,217.63,137.54,508.93999999999994
SHP05034,311.16,130.76,147.86,589.78
SHP05035,176.82,122.6,36.06,335.47999999999996
SHP05036,415.15,68.89,108.0,592.04
SHP05037,178.54,120.63,29.32,328.48999999999995
SHP05038,592.38,35.53,134.02,761.93
SHP05039,581.06,202.33,103.25,886.64
SHP05040,597.08,197.51,81.5,876.09
SHP05041,357.78,208.07,127.32,693.1699999999998
SHP05042,93.4,94.88,148.84,337.12
SHP05043,272.13,181.34,111.89,565.36
SHP05044,501.9,189.61,54.58,746.09
SHP05045,470.6,213.9,90.43,774.9300000000001
SHP05046,264.48,56.37,120.16,441.01
SHP05047,389.95,81.23,57.67,528.85
SHP05048,316.01,67.96,75.83,459.79999999999995
SHP05049,431.06,115.76,93.3,640.12
SHP05050,147.66,222.31,102.33,472.3
SHP05051,164.26,150.12,84.76,399.14
SHP05052,111.71,227.44,71.84,410.99
SHP05053,303.33,51.55,40.44,395.32
SHP05054,296.27,193.45,37.18,526.9
SHP05055,517.25,137.64,132.98,787.87
SHP05056,181.96,133.24,55.36,370.56000000000006
SHP05057,270.03,118.6,38.94,427.57
SHP05058,139.29,164.71,98.44,402.44
SHP05059,485.43,92.27,108.48,686.1800000000001
SHP05060,276.76,169.61,40.35,486.72
SHP05061,518.49,193.44,130.07,842.0
SHP05062,350.28,100.71,36.48,487.46999999999997
SHP05063,451.08,51.11,136.24,638.4300000000001
SHP05064,177.63,112.58,58.8,349.01
SHP05065,553.08,81.12,120.09,754.2900000000001
SHP05066,577.88,37.27,137.49,752.64
SHP05067,488.54,211.62,83.87,784.0300000000001
SHP05068,278.02,188.19,147.61,613.8199999999999
SHP05069,143.41,43.18,102.28,288.87
SHP05070,132.64,106.6,72.65,311.89
SHP05071,187.84,98.79,25.06,311.69
SHP05072,209.64,208.42,42.72,460.78
SHP05073,184.67,151.21,148.19,484.07
SHP05074,555.54,121.1,144.88,821.52
SHP05075,509.36,231.14,98.29,838.79
SHP05076,251.16,87.05,118.38,456.59
SHP05077,346.87,135.31,76.43,558.61
SHP05078,320.08,221.33,88.05,629.4599999999999
SHP05079,269.48,46.61,133.14,449.23
SHP05080,512.28,222.48,66.0,800.76
SHP05081,374.89,115.07,56.13,546.09
SHP05082,270.56,192.57,83.53,546.66
SHP05083,178.3,98.95,45.4,322.65
SHP05084,357.81,151.99,80.84,590.64
SHP05085,548.11,241.73,128.84,918.6800000000001
SHP05086,278.9,198.99,134.08,611.97
SHP05087,573.37,165.39,131.51,870.27
SHP05088,563.87,135.83,138.41,838.11
SHP05089,443.38,137.68,29.33,610.39
SHP05090,90.04,191.94,56.49,338.47
SHP05091,419.1,167.05,120.28,706.4300000000001
SHP05092,380.47,99.61,63.43,543.51
SHP05093,586.58,169.72,97.23,853.5300000000001
SHP05094,366.82,175.62,24.12,566.5600000000001
SHP05095,228.86,141.5,87.89,458.25
SHP05096,129.75,230.58,115.77,476.1
SHP05097,379.51,155.6,54.43,589.54
SHP05098,387.23,119.4,116.26,622.89
SHP05099,319.3,195.66,142.72,657.6800000000001
SHP05100,125.52,182.69,71.76,379.96999999999997
SHP05101,377.48,141.17,76.0,594.65
SHP05102,87.31,41.32,127.91,256.53999999999996
SHP05103,563.92,238.17,38.06,840.1499999999999
SHP05104,237.89,88.88,133.6,460.37
SHP05105,544.59,209.95,70.33,824.87
SHP05106,394.03,99.23,111.56,604.8199999999999
SHP05107,581.55,225.81,135.84,943.1999999999999
SHP05108,349.24,139.73,36.04,525.01
SHP05109,463.25,131.97,40.05,635.27
SHP05110,307.07,168.41,108.55,584.03
SHP05111,163.06,229.86,20.45,413.37
SHP05112,545.43,62.35,53.4,661.18
SHP05113,360.95,122.53,117.5,600.98
SHP05114,219.52,164.09,89.55,473.16
SHP05115,470.15,52.44,140.78,663.3699999999999
SHP05116,547.77,74.02,25.7,647.49
SHP05117,440.74,30.39,23.78,494.90999999999997
SHP05118,119.56,223.41,97.15,440.12
SHP05119,124.94,89.09,22.73,236.76
SHP05120,446.01,218.71,60.51,725.23
